,Topic,Name,Representation
0,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
1,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
2,10,10_gehrig_woody_jordan_joe,"['gehrig', 'woody', 'jordan', 'joe', 'yankees', 'stevens', 'fred', 'guthrie', 'sinatra', 'homer']"
3,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
4,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
5,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
6,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
7,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
8,10,10_gehrig_woody_jordan_joe,"['gehrig', 'woody', 'jordan', 'joe', 'yankees', 'stevens', 'fred', 'guthrie', 'sinatra', 'homer']"
9,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
10,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
11,11,11_mutiny_captain_robin_dunkirk,"['mutiny', 'captain', 'robin', 'dunkirk', 'braveheart', 'slave', 'flynn', 'navy', 'crew', 'mcqueen']"
12,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
13,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
14,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
15,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
16,11,11_mutiny_captain_robin_dunkirk,"['mutiny', 'captain', 'robin', 'dunkirk', 'braveheart', 'slave', 'flynn', 'navy', 'crew', 'mcqueen']"
17,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
18,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
19,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
20,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
21,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
22,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
23,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
24,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
25,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
26,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
27,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
28,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
29,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
30,12,12_juror_arrowsmith_jurors_skippy,"['juror', 'arrowsmith', 'jurors', 'skippy', 'falcon', 'jury', 'dodsworth', 'guilty', 'jess', 'maltese']"
31,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
32,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
33,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
34,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
35,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
36,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
37,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
38,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
39,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
40,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
41,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
42,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
43,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
44,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
45,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
46,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
47,10,10_gehrig_woody_jordan_joe,"['gehrig', 'woody', 'jordan', 'joe', 'yankees', 'stevens', 'fred', 'guthrie', 'sinatra', 'homer']"
48,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
49,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
50,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
51,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
52,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
53,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
54,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
55,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
56,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
57,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
58,9,9_avatar_disney_tarantino_manson,"['avatar', 'disney', 'tarantino', 'manson', 'toy', '3d', 'pixar', 'film', 'apollo', 'animation']"
59,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
60,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
61,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
62,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
63,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
64,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
65,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
66,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
67,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
68,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
69,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
70,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
71,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
72,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
73,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
74,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
75,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
76,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
77,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
78,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
79,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
80,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
81,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
82,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
83,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
84,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
85,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
86,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
87,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
88,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
89,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
90,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
91,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
92,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
93,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
94,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
95,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
96,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
97,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
98,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
99,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
100,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
101,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
102,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
103,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
104,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
105,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
106,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
107,9,9_avatar_disney_tarantino_manson,"['avatar', 'disney', 'tarantino', 'manson', 'toy', '3d', 'pixar', 'film', 'apollo', 'animation']"
108,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
109,9,9_avatar_disney_tarantino_manson,"['avatar', 'disney', 'tarantino', 'manson', 'toy', '3d', 'pixar', 'film', 'apollo', 'animation']"
110,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
111,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
112,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
113,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
114,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
115,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
116,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
117,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
118,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
119,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
120,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
121,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
122,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
123,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
124,11,11_mutiny_captain_robin_dunkirk,"['mutiny', 'captain', 'robin', 'dunkirk', 'braveheart', 'slave', 'flynn', 'navy', 'crew', 'mcqueen']"
125,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
126,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
127,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
128,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
129,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
130,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
131,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
132,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
133,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
134,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
135,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
136,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
137,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
138,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
139,12,12_juror_arrowsmith_jurors_skippy,"['juror', 'arrowsmith', 'jurors', 'skippy', 'falcon', 'jury', 'dodsworth', 'guilty', 'jess', 'maltese']"
140,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
141,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
142,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
143,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
144,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
145,11,11_mutiny_captain_robin_dunkirk,"['mutiny', 'captain', 'robin', 'dunkirk', 'braveheart', 'slave', 'flynn', 'navy', 'crew', 'mcqueen']"
146,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
147,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
148,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
149,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
150,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
151,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
152,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
153,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
154,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
155,13,13_hawking_woodward_bernstein_stephen,"['hawking', 'woodward', 'bernstein', 'stephen', 'watergate', 'redmayne', 'kwan', 'multiverse', 'jules', 'michelle']"
156,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
157,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
158,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
159,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
160,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
161,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
162,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
163,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
164,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
165,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
166,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
167,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
168,9,9_avatar_disney_tarantino_manson,"['avatar', 'disney', 'tarantino', 'manson', 'toy', '3d', 'pixar', 'film', 'apollo', 'animation']"
169,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
170,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
171,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
172,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
173,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
174,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
175,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
176,12,12_juror_arrowsmith_jurors_skippy,"['juror', 'arrowsmith', 'jurors', 'skippy', 'falcon', 'jury', 'dodsworth', 'guilty', 'jess', 'maltese']"
177,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
178,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
179,12,12_juror_arrowsmith_jurors_skippy,"['juror', 'arrowsmith', 'jurors', 'skippy', 'falcon', 'jury', 'dodsworth', 'guilty', 'jess', 'maltese']"
180,12,12_juror_arrowsmith_jurors_skippy,"['juror', 'arrowsmith', 'jurors', 'skippy', 'falcon', 'jury', 'dodsworth', 'guilty', 'jess', 'maltese']"
181,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
182,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
183,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
184,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
185,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
